species,model,backend,energy_eV,energy_hartree,max_force_eV_per_A,n_atoms,charge,spin_multiplicity,device,repeats,mean_time_seconds,median_time_seconds,min_time_seconds,stdev_time_seconds,status,input_file,error
1-P1,uma-s-1p2,fairchem,-16783.474849512357,-616.781324471732,,28,0,3,cuda,1,0.05825260,0.05825260,0.05825260,0.00000000,completed,structures/reference/1-P1.xyz,
1-R1,uma-s-1p2,fairchem,-16783.475712933305,-616.781356201867,,28,0,3,cuda,1,0.05034047,0.05034047,0.05034047,0.00000000,completed,structures/reference/1-R1.xyz,
1-TS,uma-s-1p2,fairchem,-16783.050923581130,-616.765745481107,,28,0,3,cuda,1,0.04752313,0.04752313,0.04752313,0.00000000,completed,structures/reference/1-TS.xyz,
10-P1,uma-s-1p2,fairchem,-4168.321965608528,-153.183006846007,,6,0,2,cuda,1,0.04448723,0.04448723,0.04448723,0.00000000,completed,structures/reference/10-P1.xyz,
10-P2,uma-s-1p2,fairchem,-1083.497964900199,-39.817815788784,,4,0,2,cuda,1,0.04468932,0.04468932,0.04468932,0.00000000,completed,structures/reference/10-P2.xyz,
10-R1,uma-s-1p2,fairchem,-5252.209195168556,-193.015127847187,,10,0,3,cuda,1,0.04449233,0.04449233,0.04449233,0.00000000,completed,structures/reference/10-R1.xyz,
10-TS,uma-s-1p2,fairchem,-5251.409094588366,-192.985724693193,,10,0,3,cuda,1,0.04530261,0.04530261,0.04530261,0.00000000,completed,structures/reference/10-TS.xyz,
11-P1,uma-s-1p2,fairchem,-9385.869667003886,-344.924348291433,,13,0,2,cuda,1,0.04412888,0.04412888,0.04412888,0.00000000,completed,structures/reference/11-P1.xyz,
11-P2,uma-s-1p2,fairchem,-5536.181078094036,-203.450902061643,,6,0,2,cuda,1,0.05397161,0.05397161,0.05397161,0.00000000,completed,structures/reference/11-P2.xyz,
11-R1,uma-s-1p2,fairchem,-14922.208490262972,-548.381047380968,,19,0,3,cuda,1,0.04681657,0.04681657,0.04681657,0.00000000,completed,structures/reference/11-R1.xyz,
11-TS,uma-s-1p2,fairchem,-14921.705378661829,-548.362558370648,,19,0,3,cuda,1,0.04977963,0.04977963,0.04977963,0.00000000,completed,structures/reference/11-TS.xyz,
12-P1,uma-s-1p2,fairchem,-21866.902824074794,-803.593856865665,,24,0,3,cuda,1,0.05363171,0.05363171,0.05363171,0.00000000,completed,structures/reference/12-P1.xyz,
12-R1,uma-s-1p2,fairchem,-17588.025669931321,-646.348021777996,,12,0,3,cuda,1,0.04998252,0.04998252,0.04998252,0.00000000,completed,structures/reference/12-R1.xyz,
12-R2,uma-s-1p2,fairchem,-4277.229193786900,-157.185273661592,,12,0,1,cuda,1,0.04721253,0.04721253,0.04721253,0.00000000,completed,structures/reference/12-R2.xyz,
12-TS,uma-s-1p2,fairchem,-21865.264440665644,-803.533647385914,,24,0,3,cuda,1,0.04705865,0.04705865,0.04705865,0.00000000,completed,structures/reference/12-TS.xyz,
13-P1,uma-s-1p2,fairchem,-12412.137944067292,-456.137656195201,,18,0,3,cuda,1,0.04582882,0.04582882,0.04582882,0.00000000,completed,structures/reference/13-P1.xyz,
13-R2,uma-s-1p2,fairchem,-7158.972102680045,-263.087372247915,,8,0,1,cuda,1,0.05132300,0.05132300,0.05132300,0.00000000,completed,structures/reference/13-R2.xyz,
13-TS,uma-s-1p2,fairchem,-12410.810707816932,-456.088881162633,,18,0,3,cuda,1,0.04734860,0.04734860,0.04734860,0.00000000,completed,structures/reference/13-TS.xyz,
14-P1,uma-s-1p2,fairchem,-10567.198372798910,-388.337377496044,,23,0,3,cuda,1,0.04872416,0.04872416,0.04872416,0.00000000,completed,structures/reference/14-P1.xyz,
14-R1,uma-s-1p2,fairchem,-5252.032055147984,-193.008618071501,,10,0,3,cuda,1,0.05109679,0.05109679,0.05109679,0.00000000,completed,structures/reference/14-R1.xyz,
14-R2,uma-s-1p2,fairchem,-5313.134175073133,-195.254079562245,,13,0,1,cuda,1,0.05113235,0.05113235,0.05113235,0.00000000,completed,structures/reference/14-R2.xyz,
14-TS,uma-s-1p2,fairchem,-10565.769667519669,-388.284873545443,,23,0,3,cuda,1,0.05152790,0.05152790,0.05152790,0.00000000,completed,structures/reference/14-TS.xyz,
15-P1,uma-s-1p2,fairchem,-10475.878083337453,-384.981418757451,,18,0,3,cuda,1,0.05055803,0.05055803,0.05055803,0.00000000,completed,structures/reference/15-P1.xyz,
15-R1,uma-s-1p2,fairchem,-8337.372784148749,-306.392798543220,,12,0,3,cuda,1,0.05073884,0.05073884,0.05073884,0.00000000,completed,structures/reference/15-R1.xyz,
15-R2,uma-s-1p2,fairchem,-2137.904070103452,-78.566525452876,,6,0,1,cuda,1,0.05403212,0.05403212,0.05403212,0.00000000,completed,structures/reference/15-R2.xyz,
15-TS,uma-s-1p2,fairchem,-10474.341609531466,-384.924954386540,,18,0,3,cuda,1,0.05193475,0.05193475,0.05193475,0.00000000,completed,structures/reference/15-TS.xyz,
16-P1,uma-s-1p2,fairchem,-12522.939978460099,-460.209555854820,,19,0,3,cuda,1,0.05200695,0.05200695,0.05200695,0.00000000,completed,structures/reference/16-P1.xyz,
16-R1,uma-s-1p2,fairchem,-10384.652481355688,-381.628939719555,,13,0,3,cuda,1,0.05168160,0.05168160,0.05168160,0.00000000,completed,structures/reference/16-R1.xyz,
16-TS,uma-s-1p2,fairchem,-12521.719160522345,-460.164691623108,,19,0,3,cuda,1,0.05189354,0.05189354,0.05189354,0.00000000,completed,structures/reference/16-TS.xyz,
17-P1,uma-s-1p2,fairchem,-17623.455128155114,-647.650030352771,,20,0,3,cuda,1,0.05519927,0.05519927,0.05519927,0.00000000,completed,structures/reference/17-P1.xyz,
17-R2,uma-s-1p2,fairchem,-9285.198880498070,-341.224765124455,,8,0,1,cuda,1,0.05275481,0.05275481,0.05275481,0.00000000,completed,structures/reference/17-R2.xyz,
17-TS,uma-s-1p2,fairchem,-17622.323256485444,-647.608434836121,,20,0,3,cuda,1,0.05238118,0.05238118,0.05238118,0.00000000,completed,structures/reference/17-TS.xyz,
18-P1,uma-s-1p2,fairchem,-15110.175343909759,-555.288701843978,,13,0,3,cuda,1,0.04909148,0.04909148,0.04909148,0.00000000,completed,structures/reference/18-P1.xyz,
18-R1,uma-s-1p2,fairchem,-10832.622086680232,-398.091519070528,,1,0,3,cuda,1,0.05418254,0.05418254,0.05418254,0.00000000,completed,structures/reference/18-R1.xyz,
18-TS,uma-s-1p2,fairchem,-15109.824645258028,-555.275813906239,,13,0,3,cuda,1,0.04871537,0.04871537,0.04871537,0.00000000,completed,structures/reference/18-TS.xyz,
19-P1,uma-s-1p2,fairchem,-15076.731788442918,-554.059673849428,,11,0,3,cuda,1,0.04653269,0.04653269,0.04653269,0.00000000,completed,structures/reference/19-P1.xyz,
19-R2,uma-s-1p2,fairchem,-4243.965287844137,-155.962847665281,,10,0,1,cuda,1,0.04522652,0.04522652,0.04522652,0.00000000,completed,structures/reference/19-R2.xyz,
19-TS,uma-s-1p2,fairchem,-15076.496964872093,-554.051044242369,,11,0,3,cuda,1,0.04956956,0.04956956,0.04956956,0.00000000,completed,structures/reference/19-TS.xyz,
2-P1,uma-s-1p2,fairchem,-16784.160856786279,-616.806534774056,,28,0,3,cuda,1,0.05632692,0.05632692,0.05632692,0.00000000,completed,structures/reference/2-P1.xyz,
2-TS,uma-s-1p2,fairchem,-16783.322901274059,-616.775740476969,,28,0,3,cuda,1,0.04992071,0.04992071,0.04992071,0.00000000,completed,structures/reference/2-TS.xyz,
20-P1,uma-s-1p2,fairchem,-21231.675283500863,-780.249675322264,,14,0,2,cuda,1,0.04846267,0.04846267,0.04846267,0.00000000,completed,structures/reference/20-P1.xyz,
20-P2,uma-s-1p2,fairchem,-6300.586055113200,-231.542266834794,,11,0,2,cuda,1,0.04516017,0.04516017,0.04516017,0.00000000,completed,structures/reference/20-P2.xyz,
20-R1,uma-s-1p2,fairchem,-27532.284146431237,-1011.792780328880,,25,0,3,cuda,1,0.04827601,0.04827601,0.04827601,0.00000000,completed,structures/reference/20-R1.xyz,
20-TS,uma-s-1p2,fairchem,-27531.868388666033,-1011.777501512819,,25,0,3,cuda,1,0.04877843,0.04877843,0.04877843,0.00000000,completed,structures/reference/20-TS.xyz,
21-P1,uma-s-1p2,fairchem,-24886.984089381756,-914.579796281090,,22,0,3,cuda,1,0.04821320,0.04821320,0.04821320,0.00000000,completed,structures/reference/21-P1.xyz,
21-R1,uma-s-1p2,fairchem,-24886.620190058777,-914.566423227630,,22,0,3,cuda,1,0.04580109,0.04580109,0.04580109,0.00000000,completed,structures/reference/21-R1.xyz,
21-TS,uma-s-1p2,fairchem,-24886.250165554906,-914.552825077925,,22,0,3,cuda,1,0.04411766,0.04411766,0.04411766,0.00000000,completed,structures/reference/21-TS.xyz,
22-P1,uma-s-1p2,fairchem,-16196.561110117435,-595.212642373390,,28,0,3,cuda,1,0.04411250,0.04411250,0.04411250,0.00000000,completed,structures/reference/22-P1.xyz,
22-R1,uma-s-1p2,fairchem,-16195.993469352814,-595.191781960051,,28,0,3,cuda,1,0.04395755,0.04395755,0.04395755,0.00000000,completed,structures/reference/22-R1.xyz,
22-TS,uma-s-1p2,fairchem,-16195.565666133762,-595.176060481726,,28,0,3,cuda,1,0.04857966,0.04857966,0.04857966,0.00000000,completed,structures/reference/22-TS.xyz,
23-P1,uma-s-1p2,fairchem,-8460.914868711287,-310.932886411061,,19,0,3,cuda,1,0.04455740,0.04455740,0.04455740,0.00000000,completed,structures/reference/23-P1.xyz,
23-R1,uma-s-1p2,fairchem,-8460.779043765671,-310.927894936375,,19,0,3,cuda,1,0.04535936,0.04535936,0.04535936,0.00000000,completed,structures/reference/23-R1.xyz,
23-TS,uma-s-1p2,fairchem,-8460.339711562046,-310.911749775682,,19,0,3,cuda,1,0.04244015,0.04244015,0.04244015,0.00000000,completed,structures/reference/23-TS.xyz,
24-P1,uma-s-1p2,fairchem,-12609.563170609492,-463.392899451002,,23,0,3,cuda,1,0.04506552,0.04506552,0.04506552,0.00000000,completed,structures/reference/24-P1.xyz,
24-R1,uma-s-1p2,fairchem,-12608.406379454078,-463.350388160142,,23,0,3,cuda,1,0.04433843,0.04433843,0.04433843,0.00000000,completed,structures/reference/24-R1.xyz,
24-TS,uma-s-1p2,fairchem,-12608.901495203938,-463.368583328347,,23,0,3,cuda,1,0.04629889,0.04629889,0.04629889,0.00000000,completed,structures/reference/24-TS.xyz,
25-P1,uma-s-1p2,fairchem,-10488.375009792157,-385.440672333941,,18,0,2,cuda,1,0.04332452,0.04332452,0.04332452,0.00000000,completed,structures/reference/25-P1.xyz,
25-R1,uma-s-1p2,fairchem,-10469.441442564019,-384.744876571939,,17,0,3,cuda,1,0.04674669,0.04674669,0.04674669,0.00000000,completed,structures/reference/25-R1.xyz,
